salary,lifestyle,rent,food,travel,gym,misc,total_expense,savings,lifestyle_encoded
88319,Middle,23176.69673248985,20687.822256124968,7725.3593977916435,4971.789967901501,13187.91030644252,69749.57866075049,18569.421339249515,1
140885,Basic,31222.80986882134,32698.514646632255,11141.347864509196,3205.5254047811522,17037.272425212563,95305.4702099565,45579.529790043496,0
124777,Basic,30259.62285595816,30771.915308792893,8489.46294811815,2853.451850463229,18101.84599151183,90476.29895484426,34300.70104515574,0
32368,Basic,6755.924322723421,7044.6975097407,1983.033266726267,936.9186512519445,4515.604356502648,21236.17810694498,11131.821893055021,0
161400,Middle,46823.30513128705,38087.61644135438,13054.86272206573,9190.979984935448,22172.268153962897,129329.03243360552,32070.96756639448,1
203014,Basic,45116.0574242927,50194.562315690535,15168.052078670527,6651.368249294869,20935.05931200609,138065.0993799547,64948.900620045286,0
106751,Middle,30169.680713787377,26215.801700663782,10160.326979797137,6954.184557226937,12346.613258084024,85846.60720955925,20904.392790440746,1
245203,Basic,56030.151869863665,56990.38063288855,17247.542515836612,9232.134791092032,27396.80418683707,166897.01399651793,78305.98600348207,0
42306,Basic,9016.190383761768,9950.457913150201,2340.1908429284917,1238.9484750481063,4272.978732638534,26818.7663475271,15487.2336524729,0
231523,Middle,59512.747951898105,54163.02758005186,25444.022112916242,10061.890255969989,25788.29991199258,174969.9878128288,56553.0121871712,1
185987,Basic,38117.147064904326,41227.85773015504,10003.028489487464,5346.367486896368,25406.73791508425,120101.13868652744,65885.86131347256,0
52219,Rich,17449.993551705804,13787.018308145827,6981.060327956278,4064.27599290335,4903.415038767488,47185.763219478744,5033.236780521256,2
226951,Middle,60472.44605254128,51874.62866962477,20384.755260579834,13514.334678521385,32139.232055794506,178385.39671706178,48565.60328293822,1
210716,Middle,57518.28790601816,49302.35327398045,22351.787559157172,8673.0635759083,23004.037402712947,160849.52971777704,49866.47028222296,1
75279,Middle,22182.95225034335,18589.743098074563,8372.348626114941,5091.679180738816,8680.228214624969,62916.95136989663,12362.048630103367,1
68028,Rich,21250.96409940925,18314.158657968354,6991.04027386951,5054.218395004304,8120.299596056339,59730.68102230776,8297.318977692237,2
119263,Middle,34729.56027519337,27162.001168025974,10949.688545828323,5477.861298441191,14097.261513954252,92416.3728014431,26846.627198556904,1
15126,Basic,3529.6290551973084,3363.3126544555253,1180.157665157938,560.9387381539933,1590.0455858527407,10224.083698817505,4901.916301182495,0
67329,Basic,13908.573089950049,15742.325405353557,3832.572147869618,2411.765011786484,8723.677618234551,44618.91327319426,22710.08672680574,0
42632,Basic,9016.30675291641,9546.768777509627,2650.955334885741,1597.130596019254,4331.75753166108,27142.918992992112,15489.081007007888,0
211382,Middle,62313.76366273255,49168.327083624295,23146.651886414056,8471.815124805851,27778.125402282913,170878.68315985968,40503.31684014032,1
124945,Basic,28665.42018624371,28345.057412134312,9192.954032333504,3887.966282785227,17849.00041747782,87940.39833097458,37004.60166902542,0
70176,Middle,18360.257359514137,16863.231708183903,6117.418125830143,4518.880625076455,10317.498394865679,56177.28621347032,13998.713786529683,1
232138,Basic,50323.9683403824,52577.937457736654,16191.595481700011,5011.727871362614,28948.545488123404,153053.77463930508,79084.22536069492,0
190399,Rich,60552.45094787127,55905.483986730884,27385.845184127327,13522.781706507629,20225.89136951748,177592.4531947546,12806.546805245394,2
214976,Rich,72379.07051106432,57677.92000149898,25845.69647947312,14319.796795231669,25264.221388332146,195486.70517560022,19489.29482439978,2
149869,Rich,50385.956856721226,41596.06035417022,20759.951406477783,9160.998806145815,16368.492561352226,138271.45998486725,11597.540015132749,2
193954,Rich,62168.815052971135,51200.57242680923,25308.32089565694,13694.379506131758,19079.59293460085,171451.6808161699,22502.319183830114,2
159790,Middle,44465.56809316478,37503.24090506167,17690.095565534975,10684.700999280543,18811.63093594885,129155.23649899082,30634.763501009176,1
49560,Basic,12269.760632568727,11491.179369485011,3649.1551591967955,1684.8110758988016,5465.406735413352,34560.312972562686,14999.687027437314,0
91589,Rich,27803.848503069778,26223.24254764778,11499.240139531874,6508.900605974501,9074.062222712522,81109.29401893646,10479.70598106354,2
37116,Middle,9858.44482298895,7952.1362360039075,4053.857222774828,1792.829085110511,5037.897337063397,28695.1647039416,8420.835296058402,1
182316,Rich,58194.903719483955,52606.35567408934,19533.42672144966,10236.933699757305,19587.386412339092,160159.00622711936,22156.99377288064,2
247793,Rich,81278.96749836439,64474.2313076617,35965.01068584122,14440.960843594656,23996.981798903806,220156.15213436575,27636.84786563425,2
147717,Middle,38423.318395479284,32409.313784927675,14722.343319448664,7217.070274544547,20452.110506178247,113224.1562805784,34492.843719421595,1
193595,Middle,52211.92275005102,45780.47442210087,17091.125511786966,9933.565610050264,19437.502221936556,144454.59051592567,49140.409484074335,1
139085,Basic,33092.755417931934,32169.57219633527,10366.65871439685,4049.0725292653174,19470.09637154001,99148.1552294694,39936.8447705306,0
132718,Basic,30840.893005527785,26567.575059003957,7645.993983666714,3965.325449642177,17377.34738395367,86397.1348817943,46320.86511820569,0
34256,Rich,10389.14403299759,9771.660900993198,4356.568628050227,2253.1328780310155,3140.652505528087,29911.158945600117,4344.841054399883,2
247448,Rich,81593.7893161372,62202.15302768017,25545.298369127548,17820.240560219296,22981.89475709377,210143.37603025802,37304.62396974198,2
115158,Basic,25029.401724738214,24231.461161830324,7297.40362982532,2422.9091914892506,13245.261405000114,72226.43711288323,42931.56288711677,0
199245,Basic,45100.340289729866,44487.74161055251,15937.625341321467,5534.0882622206755,23779.881378056238,134839.67688188076,64405.32311811924,0
183502,Middle,50495.91316595541,38446.45006704956,21112.304568874053,10490.448513766121,20112.806800418624,140657.9231160638,42844.07688393621,1
185354,Basic,44424.17863635951,37388.98026250063,14731.366145059339,6914.257795944255,23907.324582052635,127366.10742191636,57987.89257808364,0
134719,Basic,27693.482019548464,28393.866637240564,7865.306801284188,3343.8110939727317,16823.169914413887,84119.63646645984,50599.36353354016,0
209446,Rich,72725.51956554865,57013.00855946394,27872.702627282357,14798.92994478322,24057.643863266017,196467.80456034417,12978.195439655829,2
83244,Basic,16789.57096313018,18331.70257301634,6121.934695109498,3021.5357958756717,12184.143810877267,56448.88783800896,26795.11216199104,0
157766,Rich,52873.65274855234,41375.34787305805,19765.4430811725,8041.389600814385,16703.81186646824,138759.64517006552,19006.354829934484,2
71264,Basic,16227.864697648003,16628.871035608638,5551.766091898408,2404.841609152897,8268.227191911348,49081.5706262193,22182.429373780702,0
221132,Middle,57480.35179774678,53675.77068431114,19409.482220256526,9917.39149328642,24397.627131257275,164880.62332685813,56251.37667314187,1
243488,Basic,54892.43202148005,50209.507608000495,19027.016682409896,9575.1836533695,36204.253282608544,169908.3932478685,73579.60675213151,0
72545,Basic,14650.915448282329,17941.094977924695,5797.973988601933,2818.2703947493674,9688.163145927774,50896.41795548609,21648.58204451391,0
54224,Basic,12745.975189209928,11176.252170584892,4133.436541219383,1149.15793673821,6283.831057989745,35488.65289574216,18735.34710425784,0
248588,Rich,86895.82025820487,67396.28214052276,26488.993170153786,19658.0506434837,29672.85226315244,230111.99847551755,18476.001524482446,2
112945,Middle,29292.52680421433,27472.763308907928,10799.454503078765,5810.0098366435595,12778.019201729778,86152.77365457437,26792.22634542563,1
28224,Basic,5707.895139451871,6023.014277776588,1456.733981283602,1086.2695327292722,3756.2202128806184,18030.13314412195,10193.866855878048,0
55738,Rich,19192.328663330678,15933.517400190332,5939.683381020208,4359.684010836561,6465.369560935326,51890.583016313096,3847.416983686904,2
171222,Middle,45785.41411051856,35199.24808008474,18520.4313895829,10590.224369315614,24800.043135785774,134895.3610852876,36326.638914712414,1
78731,Rich,23826.58202986715,20240.57424358665,10228.136285608543,5398.895383946574,6404.324892948911,66098.51283595784,12632.487164042162,2
195760,Rich,62613.17091579151,54657.77502572997,26798.67612888917,11644.689782675769,19449.957911758225,175164.26976484462,20595.73023515538,2
246001,Middle,71513.16563218132,60933.15698069541,21946.385618423094,11707.499070217009,36159.910696346036,202260.11799786286,43740.882002137136,1
219581,Basic,48262.928319781044,51802.98217232946,15012.304335692048,5645.812566337174,29133.59231298825,149857.61970712797,69723.38029287203,0
154649,Rich,51463.83055085475,43243.287309016414,16235.522345107616,12349.519814749678,14848.880212144293,138141.04023187273,16507.95976812727,2
23070,Rich,7657.222511655426,6789.226114158906,2795.2632713922812,1689.1335318151203,2742.399579094156,21673.245008115893,1396.7549918841069,2
141161,Basic,30765.579484604026,31092.61289018117,10893.01066192044,3273.926937273181,14317.923798882863,90343.05377286169,50817.94622713831,0
23666,Basic,5808.688359437954,5705.389309653333,1873.8145014507948,500.88510731261823,2551.4046351108204,16440.18191296552,7225.81808703448,0
72761,Middle,18573.382355596677,17038.50206009113,7584.635959036635,3694.807653278492,7485.009489239337,54376.33751724227,18384.662482757733,1
51368,Middle,14484.907839825137,11737.897453969512,4341.424485830468,3455.3862109821725,5647.782434321541,39667.398424928826,11700.601575071174,1
152855,Middle,43896.20457254746,37335.41354845012,15771.425988099472,7246.162682580926,17649.00910807955,121898.21589975752,30956.784100242483,1
56914,Basic,13903.37175670368,12231.550389900563,4119.760555025632,2265.3652578060833,8536.578438290373,41056.62639772633,15857.37360227367,0
216579,Rich,70750.72552002117,63095.4813956068,32381.266307225276,13263.338394272601,19512.98462099767,199003.79623812353,17575.203761876473,2
142738,Rich,43636.67203731007,36690.0866269641,20365.546411524312,9657.894693927536,16407.500011086908,126757.69978081292,15980.300219187076,2
225098,Middle,65159.73808154815,52602.528436727436,23494.038230954022,9330.34971958041,32327.17010349633,182913.82457230633,42184.17542769367,1
82526,Basic,18229.341699109005,18815.048508333686,4180.65204087709,3195.5280362945673,11977.577964603926,56398.14824921827,26127.85175078173,0
216907,Rich,70964.14038177232,60487.89672078244,29336.858424540176,12567.775277038281,19277.962079034973,192634.63288316817,24272.367116831825,2
191837,Middle,54424.377000360866,39369.004440189325,18831.195712004766,10509.370443761403,22841.427082023754,145975.37467834013,45861.62532165987,1
34956,Rich,10810.6117174845,9360.021766787855,4085.5825677729545,2271.369927690652,3739.845739928749,30267.43171966471,4688.56828033529,2
233967,Rich,81516.85335730237,60178.22227466035,33609.55970807925,13692.998226519256,24251.828515156758,213249.46208171803,20717.537918281974,2
61240,Basic,13922.108534726603,13953.376057839741,4390.954441449803,1692.2918368813703,7101.084087431252,41059.81495832877,20180.185041671233,0
136008,Basic,33001.21623149052,28698.33431188115,7535.84709127842,2762.6147248921743,15032.813148911282,87030.82550845356,48977.17449154644,0
183220,Rich,59716.26646061436,50738.27978568229,20652.74611984229,9558.26220304846,20114.923468254747,160780.4780374421,22439.52196255789,2
109270,Middle,31458.698316870126,27305.67915113895,12675.449246893144,7406.524053695284,15287.986601952025,94134.33737054953,15135.662629450468,1
19757,Basic,4559.424493713902,4078.384124219616,1356.7013145350734,417.25039868423556,2850.2427270692474,13262.003058222075,6494.996941777925,0
34097,Rich,11050.533103680895,9713.336557593944,3498.7676100520644,2251.338054291987,3138.647123064244,29652.622448683138,4444.377551316862,2
156467,Basic,33522.806481755484,34341.814600293146,7826.35163567396,4589.680563602207,19453.281464204163,99733.93474552895,56733.06525447105,0
162313,Basic,39467.4684171293,36102.67684961147,9885.947381796308,6475.467562955911,20867.067417810253,112798.62762930323,49514.37237069677,0
118892,Basic,26587.896480046507,26726.5401620563,8830.755484702506,3187.9138971920074,14202.603286482872,79535.70931048019,39356.29068951981,0
173768,Rich,58697.73009526763,44076.11192326027,24893.735713611888,10931.063864795386,17941.84471070662,156540.48630764178,17227.513692358218,2
85480,Middle,24607.453104676537,18233.10591650576,9882.56234108997,5930.3245188548535,10660.528620649777,69313.9745017769,16166.025498223098,1
61163,Middle,18156.045002874667,12236.051496980894,7080.810734959912,3017.2539467584734,7068.899733130716,47559.06091470466,13603.939085295337,1
34816,Middle,9101.057095791512,7515.05779912349,3082.587170642067,2338.8021641586397,5046.620504333028,27084.12473404873,7731.875265951268,1
195912,Basic,40183.62115643646,40581.78402580461,14861.993868175732,5481.3739313444285,21249.317642544636,122358.09062430586,73553.90937569414,0
248619,Rich,80933.80580821884,67334.3296951542,27586.28631643896,17806.730872679014,26167.540701714046,219828.69339420507,28790.306605794933,2
67853,Basic,13908.716973228866,16710.113236355875,4529.465877540471,1696.60250121445,7485.175926405253,44330.07451474492,23522.92548525508,0
170989,Middle,43909.53046934257,37828.21627406398,14606.160891495565,8972.560977197354,18370.805337666177,123687.27394976563,47301.72605023437,1
111731,Middle,31602.038059369283,26732.993816251925,11394.429044138613,6748.743040532376,16415.39973365696,92893.60369394915,18837.396306050854,1
167638,Rich,55642.16632370788,44961.83760135749,20531.297741997274,12709.601835447924,14287.58771312625,148132.4912156368,19505.50878436319,2
221524,Basic,47912.72840806548,50698.86949993087,15571.29568920902,7813.147383718661,25676.922113811863,147672.9630947359,73851.0369052641,0
77823,Middle,20023.309769299703,19280.022590732944,6463.642860554669,3336.5958061020838,9708.195671921847,58811.766698611245,19011.233301388755,1
166878,Rich,56899.31553172736,48181.884813018216,24511.86890719688,9052.810638394329,15858.264528162608,154504.1444184994,12373.855581500597,2
221592,Basic,47444.42192938506,53856.49662093634,14326.06431052055,4550.825749660727,30003.162442006702,150180.97105250938,71411.02894749062,0
16759,Basic,3677.509571073802,3796.87443036674,1287.3195046778167,421.2333673014258,1877.2297849292238,11060.166658349008,5698.833341650992,0
188021,Middle,49479.53589142223,40782.770131232035,15849.072066677372,11453.598135346754,20751.865716247605,138316.84194092598,49704.15805907402,1
107374,Middle,31815.698673371593,22632.755113487925,9687.892290200018,5251.727501449978,14863.450481425189,84251.5240599347,23122.4759400653,1
148554,Basic,32886.932706773165,35796.57178691223,10925.494751559054,5732.670405275964,20475.22868286639,105816.89833338681,42737.10166661319,0
39442,Basic,7990.774017704359,9539.602399861913,3082.083780777645,1572.7017826508811,4191.240222388635,26376.402203383434,13065.597796616566,0
179791,Middle,50460.800718274346,37751.24364989894,16271.154833972683,11213.120612602777,26767.892831641588,142464.21264639034,37326.78735360966,1
204138,Basic,46899.23061788293,49509.4306250287,10261.305658380279,4232.3181939124315,26504.505638651353,137406.79073385568,66731.20926614432,0
108501,Middle,29235.50277533746,26527.180634120108,9990.693582068607,5746.3790560565,13714.03379369615,85213.78984127882,23287.21015872118,1
17079,Basic,3648.9615113432114,4191.609192061741,1091.9630727712693,486.4630729628738,2433.5466161374734,11852.543465276567,5226.456534723433,0
148789,Middle,39518.19772013946,35839.29255722207,12630.834219342274,6767.467692724902,21952.639033401312,116708.43122283001,32080.56877716999,1
74676,Rich,25548.330441177815,20117.33691825793,9851.468688219644,5846.3172559783825,6606.911017211135,67970.3643208449,6705.635679155093,2
174024,Middle,44019.46190350438,39481.417122873565,14914.531168502126,7938.90053370013,25159.86079769242,131514.17152627264,42509.828473727364,1
232516,Middle,58215.07112951377,55999.38626366364,23409.253068418002,13201.98681513204,31061.43995467358,181887.13723140105,50628.86276859895,1
188532,Rich,60626.65936449068,48222.82702523462,19822.445121718552,13693.242424096412,16749.44790521871,159114.62184075895,29417.378159241052,2
105397,Basic,21227.491657412444,26241.818253468056,8369.759748981769,2905.0392506404473,10674.206832239304,69418.31574274202,35978.68425725798,0
87847,Rich,29548.50092316986,25611.845823874228,9333.803881780177,4749.338988317951,9916.956468054559,79160.44608519677,8686.553914803226,2
108607,Middle,32158.029788309777,26015.47552733347,9560.652267778203,5685.102552372773,14123.484667300967,87542.74480309518,21064.25519690482,1
235178,Basic,48920.47492931175,49512.053650616406,13754.75741970816,7100.086237609166,29524.303587832062,148811.67582507755,86366.32417492245,0
164521,Rich,56054.727430878935,47324.54956136644,23968.535350238137,12336.944730224763,14832.407524991784,154517.16459770006,10003.835402299941,2
179608,Basic,38896.77750705764,40415.600897117605,9057.296298101213,6839.120630892133,18359.02876649483,113567.82409966343,66040.17590033657,0
79077,Basic,17090.284418618357,18065.831748171913,5182.330304605955,2616.594498899834,9993.435645087007,52948.47661538306,26128.523384616943,0
53258,Rich,16587.20789650461,13849.951106276301,7741.708220241146,3084.6502139519257,4859.211420878205,46122.72885785219,7135.271142147809,2
194374,Basic,42888.16531133042,40229.95927007245,12676.719555857688,6472.7776729818015,27076.302982352303,129343.92479259465,65030.075207405345,0
174937,Rich,58704.083535450125,45025.599632415455,21482.850906988926,8949.35462632341,14119.501126094907,148281.38982727283,26655.610172727174,2
152717,Middle,41540.019854376005,32474.96839160429,16391.792420427013,9426.796407193518,22108.868530168154,121942.44560376897,30774.554396231033,1
134771,Basic,32080.097151608486,27279.295435961743,8241.070141867802,3431.3326027797048,16079.072819782818,87110.86815200055,47660.13184799945,0
53000,Middle,13674.200496267058,10858.915874780074,5344.487230117809,3265.4062842775675,7160.063890119648,40303.07377556216,12696.92622443784,1
41737,Middle,11375.303158733459,9437.317902537088,4200.9604756537265,2535.402185707161,4273.7126534438285,31822.696376075262,9914.303623924738,1
26485,Basic,6237.079922172718,6067.9795428278385,1481.6572792422994,555.6864748293964,2792.217926646284,17134.621145718535,9350.378854281465,0
53565,Rich,17474.75458515616,15422.457645716977,6252.7958792411955,3287.483168307756,6286.702108877799,48724.193387299885,4840.806612700115,2
171594,Basic,36146.3883570743,35208.93893802915,10347.513452022009,5991.795203443145,22530.955334074297,110225.5912846429,61368.4087153571,0
134614,Middle,36452.094363764765,33416.2598727312,14726.752421783427,5634.382413457982,18473.29085914844,108702.77993088582,25911.220069114177,1
80155,Middle,20135.090522431707,18637.333298223784,7087.250069721523,4880.899757962164,9257.019058232705,59997.59270657188,20157.40729342812,1
201240,Rich,69156.1894706489,53700.027023783274,26359.37969707804,11788.201863143058,23482.46654977648,184486.26460442977,16753.735395570227,2
67487,Basic,16132.753788582413,14318.389060793412,5295.293312213388,1831.8098849546184,8948.320486160774,46526.5665327046,20960.4334672954,0
144948,Middle,41620.75450717848,29155.581125000805,17155.85595563202,7295.702353042541,15870.203552253455,111098.0974931073,33849.9025068927,1
27342,Middle,7998.502622072029,6429.33360954789,2282.2293824027083,1189.686988320109,3711.9388063706033,21611.69140871334,5730.308591286659,1
55806,Middle,14160.167719102634,13720.394616626678,6119.775555299984,2793.9143413858133,6593.308075672461,43387.560308087566,12418.439691912434,1
63770,Rich,20745.962802746777,17093.450975418367,8875.08947626107,5053.269247760801,6592.597481579743,58360.36998376676,5409.630016233241,2
93623,Middle,25493.717636410853,19767.439166716566,9936.895880409473,5670.492876012288,12569.78001002529,73438.32556957447,20184.674430425526,1
118177,Middle,29703.700529191537,28948.177624487627,11052.416773854793,7365.378319383674,16307.285043019723,93376.95828993736,24800.041710062636,1
245857,Basic,57168.57477129204,54025.43493903431,16780.115551815816,5114.802592731756,33951.570688997104,167040.49854387104,78816.50145612896,0
146026,Basic,29932.3265980397,32101.99753454063,7755.231112626932,5365.212660503582,18620.52286519397,93775.29077090482,52250.709229095184,0
90629,Middle,25788.278579291047,21218.886973533306,10301.277246759142,3985.5989736729866,12052.425081837711,73346.4668550942,17282.5331449058,1
135993,Middle,37908.960273025834,27408.68961949205,11975.124225581576,6531.3556987994525,14092.65795818693,97916.78777508585,38076.212224914154,1
198675,Basic,43258.697871847224,40005.22292095236,13230.861909729134,4813.899066863785,22718.517099352,124027.19886874451,74647.80113125549,0
141944,Rich,49044.999225262836,39054.591741599485,16103.64567282787,9645.641674382907,12500.562006033273,126349.44032010637,15594.559679893631,2
228046,Rich,69262.08192778897,57249.880524778186,33654.219634093686,16359.638000076233,25540.679017019385,202066.49910375645,25979.500896243553,2
120947,Rich,42216.05282350226,35870.63483958726,16551.072031780583,8565.419624003118,11305.39986317372,114508.57918204693,6438.420817953069,2
41399,Rich,12635.010510353271,11537.326988993464,5332.715508168632,3252.600141367792,4044.7995529995237,36802.452701882685,4596.547298117315,2
143177,Rich,47898.48816126349,39910.37847593902,15583.099966100048,9701.949741742772,14547.45160385762,127641.36794890296,15535.63205109704,2
231454,Rich,75152.02589571479,63805.18958423371,25043.183603088422,14790.91324412789,24123.554895047833,202914.86722221263,28539.132777787367,2
227316,Rich,73757.7817024201,62383.30955656476,23612.650785965117,12666.78051419498,21103.769145238228,193524.2917043832,33791.70829561679,2
124575,Rich,39984.50758841599,34843.23785343428,17835.060819798015,6823.588417421822,10041.183654539893,109527.57833361001,15047.421666389986,2
125904,Basic,28008.837585660545,27900.97415978568,8379.797130402487,4616.199078055148,17641.420140544895,86547.22809444876,39356.77190555124,0
222606,Rich,67895.31176869135,66047.14862972137,23489.545337044972,15368.076078683165,23795.74701568547,196595.82882982632,26010.17117017368,2
201178,Rich,67192.21965622832,52963.64090076559,23440.70824355488,13370.35149166416,17700.34452920289,174667.26482141583,26510.735178584175,2
45678,Rich,13749.78707748459,12703.381719652134,5630.449730618224,3183.845041136259,3922.2795561171965,39189.743125008405,6488.256874991595,2
91218,Middle,26639.874351734856,18910.50158671962,10549.70323799784,4878.852669655045,11629.406807472924,72608.33865358029,18609.661346419714,1
78230,Basic,19152.977895623142,16819.109889118048,4338.229777478359,2262.022985934117,8778.842414386125,51351.182962539795,26878.817037460205,0
89055,Basic,20161.356977111147,19036.65445590443,6762.363467773604,2862.805831270236,8906.571642197709,57729.75237425712,31325.24762574288,0
202445,Basic,48642.20651086286,43831.49182542623,12066.98516056751,5599.883020051245,26624.174874899087,136764.74139180692,65680.25860819308,0
177552,Rich,57190.03816259575,49968.77492822719,19058.260534393914,14045.239230155414,19385.88221937257,159648.19507474487,17903.80492525513,2
231302,Rich,72284.27021522871,66200.59740387558,29780.426904211483,12322.768997383773,20152.847596357886,200740.91111705743,30561.088882942568,2
214908,Middle,54170.872508202905,51677.18677537312,21935.27059882947,10638.474557523594,22848.426510253823,161270.23095018291,53637.769049817085,1
87258,Basic,19563.443752227537,19743.262729595695,6200.418668956708,3437.855622183846,10623.423854614335,59568.404627578115,27689.595372421885,0
54986,Rich,17612.109844189898,14763.548561619622,7772.06190292259,3007.157762075755,5155.0758527711605,48309.95392357902,6676.046076420978,2
170232,Basic,40217.061502777375,34179.989011660764,9989.455780225338,5588.536668201195,18605.94987734365,108580.99284020832,61651.00715979168,0
100595,Middle,26671.308485052803,22563.68521338202,9745.738424748828,4343.77415520684,14778.589112115267,78103.09539050577,22491.90460949423,1
116358,Middle,29347.19061907456,27633.52838259231,9641.064431944997,6285.5281514517665,12656.325353722015,85563.63693878565,30794.363061214346,1
225183,Middle,57884.39125466273,46454.104202579765,22093.03412843869,12489.67315051676,24020.09602047287,162941.29875667082,62241.70124332918,1
79929,Basic,19899.906066222513,17015.94847855053,5096.691882993326,1944.3041893912582,9966.837156406837,53923.68777356447,26005.312226435533,0
88506,Rich,29897.400182383168,24432.53274385743,10114.68194758861,5084.837707578178,9767.289942301264,79296.74252370864,9209.257476291357,2
49911,Rich,15268.369279433675,13401.019885114567,5369.132693545604,2881.8249484775065,4297.702912662258,41218.04971923361,8692.950280766388,2
102127,Middle,30059.920798995616,24162.759006630193,10461.59267427049,4772.67624093404,12818.09675906861,82275.04547989895,19851.954520101048,1
177893,Rich,58000.52907972889,49724.68449838752,18323.73644369117,14086.823510862869,17543.37339188013,157679.1469245506,20213.853075449413,2
221111,Middle,65521.06835514134,44330.6341026261,19878.39537669275,9534.276936426559,30619.630129554545,169884.0049004413,51226.9950995587,1
206607,Basic,44628.40380608073,50003.98178431261,15489.649297633683,6891.56157514774,27538.459054240528,144552.05551741528,62054.94448258472,0
128453,Middle,36610.13064629352,30017.949292484922,12264.221570785106,7769.457782832904,18609.030870683302,105270.79016307976,23182.209836920243,1
99458,Basic,21545.454717753262,24590.438638464344,5013.423927077076,2683.541021815679,10602.712141956852,64435.57044706721,35022.42955293279,0
27175,Middle,6965.794692714926,6542.964824988218,3172.2663581333836,1721.0674167634415,4044.4766081811404,22446.56990078111,4728.430099218891,1
134235,Rich,41722.44596551346,34503.76381077339,16918.333609104375,10050.32592644926,10952.712014345878,114147.58132618637,20087.418673813634,2
69771,Rich,24404.380586681138,19543.715036329228,10392.187458885342,4252.713318970616,6859.951199297962,65452.947600164276,4318.052399835724,2
142157,Middle,40886.922278344304,34065.795897522265,12697.651190604405,9651.611990787409,20381.213436532973,117683.19479379135,24473.80520620865,1
136300,Rich,41014.069140648295,34951.19164140308,17010.901780164164,8699.847097208803,14766.146941649922,116442.15660107425,19857.843398925746,2
101925,Rich,31034.691600210273,28767.59385675523,13333.675261544615,5810.60032724624,10365.340192322265,89311.90123807863,12613.09876192137,2
81358,Rich,25311.316697338956,20937.168181942554,10467.255600679293,6453.660570019335,7279.696936876593,70449.09798685674,10908.902013143263,2
163399,Basic,35582.878573424125,34775.99042767738,9476.128051916468,4588.8718106793895,22074.024429240035,106497.8932929374,56901.1067070626,0
62057,Rich,18737.50461738942,18484.062810582942,6349.299524073212,4743.487861358007,7184.656866994935,55499.011680398515,6557.988319601485,2
21150,Basic,4784.647315878035,4374.8741462645585,1416.0851183183809,688.9114036389054,3022.08009788102,14286.598081980901,6863.401918019099,0
19425,Middle,5391.307133716195,4283.901500771118,2205.3522576246464,1348.6496599072389,2569.0564880096426,15798.26704002884,3626.7329599711593,1
31032,Rich,10666.298927079039,8686.997401065575,4173.4750474722305,2192.2560597533416,3357.397991025084,29076.42542639527,1955.5745736047284,2
17198,Rich,5435.439460434232,4794.5112346540445,2230.697188659067,1022.4580550864249,1616.5104407907043,15099.616379624473,2098.3836203755272,2
206572,Rich,69844.54193715163,57661.72146019931,22198.342262852384,15519.570440785948,23822.827380380655,189047.00348136993,17524.99651863007,2
199466,Middle,54515.465510927665,41976.69649179426,23517.891088497392,13258.123428693856,22383.89247079106,155652.06899070423,43813.931009295775,1
166151,Basic,34024.34974402148,36890.95187739458,11679.07107108764,3905.839776457579,20878.63982055467,107378.85228951595,58772.147710484045,0
182292,Basic,40335.89206409628,44575.41750057417,11463.796818830313,5591.90332733495,26936.25156207821,128903.26127291392,53388.73872708608,0
187946,Rich,59200.093431453046,49702.23448473801,26308.634844739358,10962.17026869443,21289.514512671143,167462.64754229598,20483.352457704023,2
159931,Middle,40746.705277040855,32875.90612717253,18560.461942129048,8992.019474490951,21741.134224333815,122916.2270451672,37014.772954832806,1
196532,Middle,51346.823824776475,40940.31170834363,22286.369242604207,9975.709262872795,24124.62353506419,148673.8375736613,47858.162426338706,1
177491,Middle,44620.98800096503,38922.71786963219,19669.11108007642,11472.708574750985,23950.234311677563,138635.7598371022,38855.2401628978,1
133865,Middle,38099.18200154165,30161.385971151427,13591.738226454649,8336.971963614244,15041.752765003657,105231.03092776562,28633.96907223438,1
154777,Middle,40485.925863595985,38306.725723547286,12553.59030411452,6838.661382091175,19891.41709650753,118076.3203698565,36700.679630143495,1
188952,Basic,44761.16842208652,42872.1797956092,11460.301566100417,7474.85087407964,25544.918628061074,132113.41928593686,56838.58071406314,0
38236,Basic,9236.653009952042,7724.143974073008,2182.4192403218094,1050.856118691353,4172.697352853699,24366.769695891915,13869.230304108085,0
102955,Basic,20966.267231088514,21749.715616417263,6795.963692420292,3491.709040891292,14279.966206193494,67283.62178701085,35671.37821298915,0
231586,Rich,69972.97061805974,62852.28028390126,24573.724589810045,14575.099180855274,22546.989239774906,194521.0639124012,37064.93608759879,2
118145,Middle,32479.3109863309,28903.17371699352,13256.320326300922,6982.561527459171,17044.8224083991,98666.1889654836,19478.811034516402,1
161430,Rich,53905.259438117064,46966.88781579916,20693.536556393377,10615.079470823288,17590.040716029842,149770.80399716273,11659.19600283727,2
245785,Middle,61688.216877198,57641.22257217147,28850.42241242067,15095.687622706562,25030.667276319593,188306.21676081629,57478.783239183715,1
109914,Basic,24059.54611599466,26432.015962892307,8656.635005087472,3012.0027014283355,15614.350172882721,77774.5499582855,32139.450041714503,0
117870,Rich,40451.86350008946,30194.088394428076,16771.654328606583,7040.080055967707,12226.59720963663,106684.28348872846,11185.716511271545,2
